sgRNA_id gene_id list adjusted_ratio
p61496776 RAB2A list -0.582805
p61496799 RAB2A list -0.385692
p61496827 RAB2A list -0.343127
m27042701 RAB34 list -0.775018
m27042706 RAB34 list 0.207000
m27042711 RAB34 list 0.377302
m27042841 RAB34 list -0.155964
m27042848 RAB34 list 0.733783
m27042860 RAB34 list 1.536900
m27042872 RAB34 list 0.075941
m27042877 RAB34 list -1.714636
p27042810 RAB34 list 0.057549
p27042882 RAB34 list 0.615804
m120541708 RAB35 list 1.679906
m120541715 RAB35 list 0.550095
m120541729 RAB35 list 0.044851
m120541734 RAB35 list 0.006351
m120546222 RAB35 list -0.457460
m120554404 RAB35 list 1.569399
m120554413 RAB35 list 0.507902
p120541718 RAB35 list -1.346464
p120554426 RAB35 list -0.209367
p120554433 RAB35 list -0.895067
m135809887 RAB3GAP1 list -1.826822
m135810002 RAB3GAP1 list -0.109102
m135810042 RAB3GAP1 list 0.105939
m135815591 RAB3GAP1 list -0.892175
p135809873 RAB3GAP1 list 0.900692
p135809989 RAB3GAP1 list 0.069883
p135810004 RAB3GAP1 list -0.337787
p135810022 RAB3GAP1 list 0.896030
p135810027 RAB3GAP1 list -0.418224
p135810033 RAB3GAP1 list -0.913548
m70188972 RAB3IP list 2.234993
m70188980 RAB3IP list -0.354607
m70188989 RAB3IP list -0.160175
m70189001 RAB3IP list -0.413734
m70189087 RAB3IP list -0.469193
m70194001 RAB3IP list 0.978160
p70188233 RAB3IP list 0.170053
p70189049 RAB3IP list 0.151090
p70189060 RAB3IP list -0.201897
p70194005 RAB3IP list 1.221202
m16222724 RAB8A list 0.517494
m16222734 RAB8A list 0.279081
m16222778 RAB8A list 0.711544
m16222791 RAB8A list 0.487982
m16222799 RAB8A list 0.764265
m16222829 RAB8A list 1.205239
m16229059 RAB8A list -0.420348
p16229049 RAB8A list -1.188658
p16229074 RAB8A list 0.048556
p16232548 RAB8A list -0.067829
m174780973 RABGAP1L list 0.620041
m174781038 RABGAP1L list 0.687982
m174846651 RABGAP1L list 0.428795
m174926599 RABGAP1L list 0.365530
p174781027 RABGAP1L list -0.577101
p174781061 RABGAP1L list -1.127111
p174846634 RABGAP1L list -1.354178
p174926640 RABGAP1L list 1.420186
p174926664 RABGAP1L list -0.295956
p174927020 RABGAP1L list 0.750872
m125719426 RABGAP1 list 1.453359
m125719446 RABGAP1 list 1.475382
p125719328 RABGAP1 list -0.874954
p125719338 RABGAP1 list 0.199072
p125719410 RABGAP1 list 1.240613
p125719437 RABGAP1 list -1.567461
p125746748 RABGAP1 list -0.813257
p125746754 RABGAP1 list -0.960104
p125746798 RABGAP1 list 0.537291
p125746810 RABGAP1 list 1.581931
m139702692 RABL6 list 0.125694
m139702714 RABL6 list -0.370111
m139702730 RABL6 list 1.095574
m139702737 RABL6 list 0.805705
p139702716 RABL6 list -0.305634
p139702740 RABL6 list -1.290311
p139717971 RABL6 list 0.055191
p139718003 RABL6 list 1.500037
p139718016 RABL6 list -1.139865
p139718021 RABL6 list -0.448723
m37628864 RAC2 list 0.376731
m37628881 RAC2 list -1.451973
m37628907 RAC2 list -2.826616
m37628929 RAC2 list 1.950334
m37637647 RAC2 list 1.405073
m37637692 RAC2 list 0.894058
m37640155 RAC2 list -1.418174
p37628918 RAC2 list 1.468689
p37637637 RAC2 list -1.255872
p37637657 RAC2 list -0.718293
m50400236 RACGAP1 list -1.630287
m50400252 RACGAP1 list -1.791952
m50400272 RACGAP1 list -0.554604
m50400352 RACGAP1 list -1.403862
m50400401 RACGAP1 list 0.548249
m50400407 RACGAP1 list 1.326232
m50410427 RACGAP1 list -0.682437
m50410443 RACGAP1 list -0.488228
m50410474 RACGAP1 list -1.076479
p50400389 RACGAP1 list 0.939731
m68682094 RAD17 list 1.672250
m68682241 RAD17 list 0.545912
p68682001 RAD17 list -0.180811
p68682030 RAD17 list 1.718232
p68682043 RAD17 list -1.300605
p68682059 RAD17 list -0.290802
p68682084 RAD17 list -0.123586
p68682110 RAD17 list -0.078356
p68682270 RAD17 list -1.052394
p68684902 RAD17 list 0.032036
m9000662 RAD18 list 1.288832
m9000667 RAD18 list 0.234297
m9005032 RAD18 list 0.051672
m9005037 RAD18 list -1.139003
m9005048 RAD18 list -0.850418
m9005059 RAD18 list -0.135095
p9000599 RAD18 list 0.927825
p9005011 RAD18 list 0.994801
p9005016 RAD18 list 0.156509
p9005039 RAD18 list -1.064537
m34913670 RAD1 list 0.162037
m34914840 RAD1 list -0.687565
m34914925 RAD1 list -0.114930
m34914945 RAD1 list -1.144543
m34914966 RAD1 list -0.790901
p34914867 RAD1 list 0.179798
p34914915 RAD1 list 0.298842
p34914927 RAD1 list -0.162522
p34914951 RAD1 list 0.203208
p34914969 RAD1 list -0.030254
m117874161 RAD21 list 0.008789
m117878847 RAD21 list -0.064324
p117870659 RAD21 list 1.754451
p117874067 RAD21 list 1.161297
p117874073 RAD21 list -1.977648
p117874111 RAD21 list -1.358284
p117875401 RAD21 list 1.847887
p117875408 RAD21 list 0.578649
p117878856 RAD21 list 0.232964
p117878863 RAD21 list -1.744277
m13056763 RAD23A list 0.050177
m13056805 RAD23A list 0.780436
m13056815 RAD23A list -0.014483
m13056825 RAD23A list -1.324607
m13058715 RAD23A list 0.051104
m13058743 RAD23A list -1.028690
p13056797 RAD23A list 0.867250
p13058654 RAD23A list 0.736668
p13058675 RAD23A list -0.579551
p13058721 RAD23A list 0.488633
m110068680 RAD23B list -0.652153
m110068686 RAD23B list -1.228750
m110068738 RAD23B list -2.328515
m110068744 RAD23B list -0.203530
m110068788 RAD23B list 0.498214
m110068795 RAD23B list -0.160096
m110068800 RAD23B list -1.572609
m110068807 RAD23B list -1.277071
m110068815 RAD23B list -2.233796
p110068730 RAD23B list 1.099802
m131895019 RAD50 list -1.320575
m131895030 RAD50 list -0.047565
m131911496 RAD50 list 0.347595
p131893002 RAD50 list -1.002575
p131893032 RAD50 list -0.611083
p131895002 RAD50 list -0.525750
p131895011 RAD50 list 0.174220
p131895037 RAD50 list 0.361915
p131911504 RAD50 list 0.923723
p131911533 RAD50 list -0.001306
m4648117 RAD51AP1 list 0.065021
m4651062 RAD51AP1 list -0.654326
m4651085 RAD51AP1 list 1.667072
m4652970 RAD51AP1 list -0.181007
m4653028 RAD51AP1 list 0.213843
p4648091 RAD51AP1 list 0.449432
p4648100 RAD51AP1 list 0.651224
p4651077 RAD51AP1 list 1.592052
p4652962 RAD51AP1 list -0.141340
p4653006 RAD51AP1 list 0.002960
m68290313 RAD51B list -0.816475
m68292200 RAD51B list -0.534860
m68292281 RAD51B list -0.436445
m68301838 RAD51B list -2.486154
m68301857 RAD51B list -2.047565
p68290322 RAD51B list 1.537241
p68292216 RAD51B list -3.173176
p68292239 RAD51B list 0.332468
p68292247 RAD51B list 2.563594
p68301846 RAD51B list -0.410757
m56770102 RAD51C list -1.443200
m56770120 RAD51C list 0.511078
p56769989 RAD51C list -0.624981
p56770017 RAD51C list 0.677023
p56770024 RAD51C list -0.687201
p56770048 RAD51C list 0.099357
p56770053 RAD51C list 0.521728
p56770063 RAD51C list -0.836814
p56770072 RAD51C list -1.497662
p56770127 RAD51C list -0.999748
m33446167 RAD51D list -1.455264
m33446552 RAD51D list -1.764480
m33446563 RAD51D list -1.196847
m33446572 RAD51D list -1.042569
m33446592 RAD51D list 0.163822
m33446603 RAD51D list -1.564687
m33446615 RAD51D list -0.313040
p33446544 RAD51D list -0.444326
p33446577 RAD51D list -0.505768
p33446583 RAD51D list -1.964413
m40991022 RAD51 list -2.687634
m40991028 RAD51 list 0.270537
m40993280 RAD51 list -1.002859
m40993314 RAD51 list 1.097587
p40990979 RAD51 list -0.557573
p40990995 RAD51 list 0.039062
p40991014 RAD51 list -0.436024
p40993246 RAD51 list 0.059713
p40993285 RAD51 list -1.757223
p40993299 RAD51 list -0.740872
m95419783 RAD54B list -0.535402
m95419832 RAD54B list 0.024672
m95470497 RAD54B list -1.216045
m95470551 RAD54B list 0.019358
m95479735 RAD54B list 0.903857
p95470482 RAD54B list -2.062777
p95470506 RAD54B list 0.107161
p95470575 RAD54B list 0.527508
p95479663 RAD54B list -0.722394
p95479678 RAD54B list -0.587639
m46714201 RAD54L list 0.114469
m46714225 RAD54L list 0.442501
m46714261 RAD54L list -0.014501
p46714173 RAD54L list -0.538326
p46714188 RAD54L list -0.837988
p46714232 RAD54L list 0.682685
p46714240 RAD54L list -0.116938
p46714248 RAD54L list 0.848828
p46715657 RAD54L list 1.737605
p46715663 RAD54L list 0.271548
m67161033 RAD9A list -0.074228
m67161052 RAD9A list -0.553345
m67161183 RAD9A list -2.442308
p67160971 RAD9A list -0.317718
p67160980 RAD9A list -0.489561
p67160989 RAD9A list -0.019849
p67161017 RAD9A list 0.521089
p67161037 RAD9A list -0.333354
p67161059 RAD9A list -1.225015
p67161171 RAD9A list -0.517917
m110940152 RAD9B list -0.345583
m110944395 RAD9B list 0.493176
m110944417 RAD9B list 1.692679
m110944453 RAD9B list 1.531641
p110940159 RAD9B list 1.031615
p110940166 RAD9B list 1.401591
p110941637 RAD9B list 0.560260
p110943428 RAD9B list 0.693918
p110943439 RAD9B list 0.144851
p110944476 RAD9B list -0.402888
m55929140 RAE1 list -0.904027
m55929791 RAE1 list 1.610152
p55929097 RAE1 list -0.191112
p55929127 RAE1 list 0.783808
p55929162 RAE1 list -1.313923
p55929782 RAE1 list -0.323380
p55929815 RAE1 list -0.408525
p55929840 RAE1 list -0.466431
p55931490 RAE1 list 1.057271
p55931543 RAE1 list -1.522003
m12660086 RAF1 list 1.027779
m12660099 RAF1 list 0.782341
m12660113 RAF1 list 0.543301
m12660152 RAF1 list 1.737800
m12660182 RAF1 list -0.031776
m12660199 RAF1 list 0.940677
m12660206 RAF1 list -0.827296
p12660047 RAF1 list 1.040919
p12660124 RAF1 list 0.137530
p12660139 RAF1 list 1.421585
m36594871 RAG1 list -0.631308
m36594876 RAG1 list 0.163093
m36594898 RAG1 list -1.585215
m36595025 RAG1 list 0.878866
m36595051 RAG1 list -2.608460
p36594859 RAG1 list 1.086205
p36594933 RAG1 list -0.807744
p36595030 RAG1 list -0.199775
p36595036 RAG1 list -0.033342
p36595043 RAG1 list -2.545086
m36615468 RAG2 list -0.241947
m36615668 RAG2 list -2.043891
m36615705 RAG2 list -0.286041
p36615473 RAG2 list -0.657917
p36615485 RAG2 list 0.811612
p36615492 RAG2 list 0.534285
p36615499 RAG2 list -0.887471
p36615537 RAG2 list 0.165895
p36615558 RAG2 list -0.086710
p36615658 RAG2 list -0.659491
m34757576 RAI14 list 0.890175
m34757615 RAI14 list 2.050587
m34757669 RAI14 list 1.731019
p34757561 RAI14 list 0.860317
p34757579 RAI14 list 1.473772
p34757589 RAI14 list -0.547176
p34757595 RAI14 list -0.386626
p34757602 RAI14 list 0.044566
p34757619 RAI14 list -0.006164
p34757640 RAI14 list -0.565361
m17696294 RAI1 list -0.072554
m17696315 RAI1 list 0.892951
m17696323 RAI1 list 2.527511
m17696342 RAI1 list 1.767487
m17696361 RAI1 list 0.460916
p17696274 RAI1 list -0.055266
p17696306 RAI1 list 0.716844
p17696332 RAI1 list 0.572931
p17696345 RAI1 list -0.023224
p17696350 RAI1 list 0.062028
m39730054 RALA list -1.033193
p39726265 RALA list -0.008474
p39726280 RALA list -0.266995
p39726304 RALA list 0.952517
p39726311 RALA list 1.395103
p39726319 RALA list 1.468996
p39726358 RALA list 1.402076
p39730019 RALA list -0.794623
p39730056 RALA list -0.116227
p39730100 RALA list 0.238980
m121036250 RALB list 0.847162
m121036266 RALB list -0.143109
m121036274 RALB list -0.085442
m121036280 RALB list -0.340913
m121036328 RALB list 0.110405
p121036239 RALB list 0.790133
p121036254 RALB list -1.445756
p121036285 RALB list -1.224441
p121036294 RALB list -0.388343
p121036332 RALB list -3.017425
m36221231 RALGAPA1 list 0.667283
m36231917 RALGAPA1 list -0.199397
m36240149 RALGAPA1 list 0.940706
m36240166 RALGAPA1 list 0.042116
m36244237 RALGAPA1 list 0.876144
m36277937 RALGAPA1 list 0.910377
p36230022 RALGAPA1 list 0.154006
p36230030 RALGAPA1 list -0.633433
p36231900 RALGAPA1 list -0.142668
p36277929 RALGAPA1 list 0.122867
m20693019 RALGAPA2 list 1.056730
m20693059 RALGAPA2 list 0.391263
m20693071 RALGAPA2 list 0.646177
m20693102 RALGAPA2 list -0.023274
m20693111 RALGAPA2 list 1.740160
p20661383 RALGAPA2 list 0.905277
p20693011 RALGAPA2 list 0.767492
p20693023 RALGAPA2 list -1.347446
p20693043 RALGAPA2 list 0.973566
p20693063 RALGAPA2 list 0.537540
m32659887 RALY list 1.994122
m32659928 RALY list 0.626804
m32659935 RALY list 1.330806
m32659963 RALY list 0.235464
m32660020 RALY list -0.821343
p32659876 RALY list 1.311431
p32659954 RALY list 1.917929
p32659972 RALY list -1.131332
p32659994 RALY list -1.742792
p32660002 RALY list 1.523857
m67840306 RANBP10 list -0.974538
m67840394 RANBP10 list -0.778344
m67840409 RANBP10 list 0.621350
m67840416 RANBP10 list -0.999676
m67840426 RANBP10 list 1.354362
p67840276 RANBP10 list -1.790658
p67840286 RANBP10 list 0.038602
p67840294 RANBP10 list 0.141531
p67840309 RANBP10 list -1.348788
p67840396 RANBP10 list 0.824703
m170305205 RANBP17 list 2.481199
m170308816 RANBP17 list 0.667995
m170308829 RANBP17 list 0.416355
m170308862 RANBP17 list -1.449156
p170289033 RANBP17 list -0.200447
p170305093 RANBP17 list -0.919421
p170305121 RANBP17 list 1.494274
p170305147 RANBP17 list -0.765279
p170305165 RANBP17 list -0.333858
p170308867 RANBP17 list -0.870680
m109371504 RANBP2 list -0.209209
m109374916 RANBP2 list -0.699116
p109336064 RANBP2 list 1.512098
p109336069 RANBP2 list 2.044365
p109336082 RANBP2 list -1.087046
p109352079 RANBP2 list -0.001521
p109352168 RANBP2 list -2.405144
p109352683 RANBP2 list 0.772912
p109356956 RANBP2 list 0.540194
p109357066 RANBP2 list 1.063243
m5941702 RANBP3 list -0.306179
m5941817 RANBP3 list -0.201578
m5941835 RANBP3 list -1.071101
m5957938 RANBP3 list 0.261984
m5978073 RANBP3 list -1.080438
p5941663 RANBP3 list 0.497170
p5941802 RANBP3 list -0.043135
p5941807 RANBP3 list -1.042105
p5957940 RANBP3 list 0.125868
p5957952 RANBP3 list -0.823894
m6014338 RANBP6 list 1.060459
m6014343 RANBP6 list 0.899522
m6015414 RANBP6 list 1.414399
m6015586 RANBP6 list 0.172129
p6014324 RANBP6 list -0.143591
p6014330 RANBP6 list -1.649915
p6015418 RANBP6 list -0.297137
p6015429 RANBP6 list 1.819071
p6015452 RANBP6 list -1.118891
p6015525 RANBP6 list -1.524738
m13711310 RANBP9 list -0.053058
m13711557 RANBP9 list 0.947583
m13711598 RANBP9 list -0.602396
m13711631 RANBP9 list -0.253003
m13711731 RANBP9 list -0.266915
p13711354 RANBP9 list 0.681294
p13711517 RANBP9 list -0.052843
p13711587 RANBP9 list -1.252151
p13711600 RANBP9 list -0.460205
p13711623 RANBP9 list 0.331614
m41670656 RANGAP1 list -2.390354
m41670661 RANGAP1 list 0.354109
m41670673 RANGAP1 list -0.614893
m41670689 RANGAP1 list -2.217197
m41676938 RANGAP1 list -0.779193
m41676991 RANGAP1 list -0.762472
m41676996 RANGAP1 list -0.450977
m41677023 RANGAP1 list -0.316282
m41677041 RANGAP1 list 2.062279
p41677006 RANGAP1 list 0.786497
m8192106 RANGRF list -0.300649
m8192115 RANGRF list 0.944010
m8192173 RANGRF list 0.620406
m8192272 RANGRF list 0.232403
m8192279 RANGRF list -1.622613
m8192286 RANGRF list -0.088362
m8192315 RANGRF list 0.985306
m8192320 RANGRF list 0.210431
m8192330 RANGRF list -0.452250
p8192264 RANGRF list -0.342524
m131357160 RAN list -0.406588
m131357167 RAN list -0.798955
p131357128 RAN list -2.272706
p131357371 RAN list 0.691707
p131357377 RAN list -0.130210
p131357443 RAN list -0.643960
p131357533 RAN list -0.122676
p131357542 RAN list -0.954861
p131357624 RAN list 1.048799
p131357651 RAN list -0.982278
m38508202 RARA list -0.917086
m38508208 RARA list -0.151628
m38508291 RARA list -0.637329
m38508296 RARA list -1.086477
m38508581 RARA list 0.230215
p38508171 RARA list 0.261984
p38508216 RARA list -0.797097
p38508222 RARA list -1.608798
p38508258 RARA list 1.154216
p38508300 RARA list 1.402261
m25542722 RARB list -1.123970
m25542754 RARB list 0.604367
m25542767 RARB list 0.153712
m25542782 RARB list 0.760962
m25542808 RARB list 1.981011
m25611366 RARB list -0.005230
p25542733 RARB list -0.938553
p25611233 RARB list -0.255809
p25611242 RARB list 0.009019
p25611372 RARB list -0.186755
m53608343 RARG list -1.953224
m53608351 RARG list 0.846851
m53608376 RARG list 1.002197
m53609078 RARG list -0.208795
m53609093 RARG list -0.284004
m53609116 RARG list -0.601277
p53608314 RARG list -0.380798
p53608354 RARG list 1.413264
p53609062 RARG list 0.350722
p53609103 RARG list -0.972463
m167915678 RARS list -1.149465
p167913493 RARS list -1.409028
p167913513 RARS list 0.170859
p167913526 RARS list 1.631143
p167915622 RARS list -2.342790
p167915662 RARS list 0.906964
p167915719 RARS list -0.159426
p167919658 RARS list 0.466028
p167919707 RARS list 0.116456
p167919714 RARS list -1.285008
m86627209 RASA1 list -1.107595
m86627264 RASA1 list 1.240927
m86627293 RASA1 list 1.937868
p86627190 RASA1 list -1.359902
p86627198 RASA1 list 0.183903
p86627235 RASA1 list 0.742192
p86627243 RASA1 list 0.467406
p86628318 RASA1 list -0.313798
p86628333 RASA1 list 0.175866
p86628369 RASA1 list -0.243828
m17399395 RASD1 list 1.013023
m17399406 RASD1 list 1.456950
m17399437 RASD1 list 1.636389
m17399452 RASD1 list 0.438372
p17399386 RASD1 list 0.724303
p17399411 RASD1 list -0.418769
p17399416 RASD1 list -0.262027
p17399439 RASD1 list 0.211393
p17399462 RASD1 list -1.509447
p17399475 RASD1 list 0.082406
m38912632 RASGRP4 list -0.297372
m38912658 RASGRP4 list 0.761104
m38912673 RASGRP4 list -1.355189
m38912689 RASGRP4 list 0.334475
m38912695 RASGRP4 list 1.670826
m38912772 RASGRP4 list 0.604349
m38912782 RASGRP4 list -0.868838
p38912647 RASGRP4 list 0.629709
p38912660 RASGRP4 list -0.728789
p38912719 RASGRP4 list 1.357606
m29711124 RASL10A list 0.006232
m29711158 RASL10A list 1.770014
p29711082 RASL10A list 0.101975
p29711087 RASL10A list 1.976278
p29711093 RASL10A list 0.255505
p29711098 RASL10A list 0.043594
p29711109 RASL10A list 0.753372
p29711147 RASL10A list -0.020634
p29711176 RASL10A list -0.799574
p29711201 RASL10A list 0.017207
m27845082 RASL11A list -1.323724
m27845090 RASL11A list -0.095923
m27845103 RASL11A list -0.924802
m27845129 RASL11A list 0.267248
m27845136 RASL11A list -0.989316
m27845149 RASL11A list -0.201039
p27845152 RASL11A list 0.522056
p27845158 RASL11A list 0.153131
p27845165 RASL11A list -1.179059
p27845183 RASL11A list 0.231513
m50369181 RASSF1 list 0.274429
m50369193 RASSF1 list -1.807283
m50369241 RASSF1 list 0.914555
m50369267 RASSF1 list -1.077514
m50369279 RASSF1 list -0.526937
m50369482 RASSF1 list -0.935753
p50369112 RASSF1 list -0.855582
p50369183 RASSF1 list -0.551004
p50369197 RASSF1 list -0.365919
p50369211 RASSF1 list -0.041738
m4776589 RASSF2 list 0.992547
m4778657 RASSF2 list -0.442476
m4781641 RASSF2 list 1.456331
p4776536 RASSF2 list 0.082975
p4776542 RASSF2 list -0.286233
p4778645 RASSF2 list 0.239774
p4778660 RASSF2 list -0.840661
p4778682 RASSF2 list 0.927547
p4781623 RASSF2 list 0.414342
p4781630 RASSF2 list 0.277745
m45465671 RASSF4 list 2.015783
m45465686 RASSF4 list -0.058946
m45467262 RASSF4 list -0.669564
m45478033 RASSF4 list -1.023633
m45478073 RASSF4 list 0.176996
p45467244 RASSF4 list 0.027953
p45467274 RASSF4 list 0.314338
p45477970 RASSF4 list -0.793087
p45478024 RASSF4 list 1.785971
p45478039 RASSF4 list -1.479556
p561755 RASSF7 list 1.748729
p561761 RASSF7 list -0.030456
p561770 RASSF7 list 0.545710
p561779 RASSF7 list 1.017573
p561784 RASSF7 list 0.105323
p561792 RASSF7 list 1.287607
p561806 RASSF7 list 0.694385
p561813 RASSF7 list -0.116265
p561839 RASSF7 list 0.637364
p561845 RASSF7 list -1.310301
m65210986 RAVER2 list -0.418165
m65210997 RAVER2 list -1.306754
m65211007 RAVER2 list -0.017005
m65211021 RAVER2 list 0.012569
m65211087 RAVER2 list 0.381660
p65210842 RAVER2 list -1.784138
p65210951 RAVER2 list 0.418608
p65211012 RAVER2 list 1.020065
p65211039 RAVER2 list -0.616159
p65234383 RAVER2 list 1.469104
m3771586 RAX2 list 0.115300
m3771616 RAX2 list -0.739614
m3771720 RAX2 list 1.061370
m3771726 RAX2 list -0.591355
p3771598 RAX2 list 0.674123
p3771607 RAX2 list 0.836606
p3771620 RAX2 list 1.326610
p3771628 RAX2 list 0.345008
p3771637 RAX2 list -0.128114
p3771650 RAX2 list -0.243239
m53596448 RB1CC1 list -1.171247
m53596453 RB1CC1 list -1.051638
m53596487 RB1CC1 list -0.133247
m53596498 RB1CC1 list -0.664249
m53596508 RB1CC1 list 0.146426
m53596517 RB1CC1 list 1.041582
m53598000 RB1CC1 list -0.539352
m53598010 RB1CC1 list 1.790564
p53596530 RB1CC1 list 1.178835
p53596541 RB1CC1 list -0.460129
m48878131 RB1 list 1.443041
m48878164 RB1 list -1.364658
m48878173 RB1 list 0.126236
m48881479 RB1 list 0.113848
m48916799 RB1 list 0.724014
p48878138 RB1 list -0.831450
p48878143 RB1 list -1.519572
p48881489 RB1 list 1.527618
p48881508 RB1 list 1.362241
p48881520 RB1 list -1.941577
m5096990 RBAK list 1.745876
m5097326 RBAK list -0.343448
m5103331 RBAK list 0.632415
m5103347 RBAK list -1.389993
m5103415 RBAK list 1.127007
m5103467 RBAK list -1.266565
m5103474 RBAK list -0.432350
p5097002 RBAK list -1.836703
p5097358 RBAK list -1.793893
p5103434 RBAK list -1.227687
m33117651 RBBP4 list -2.735674
m33123110 RBBP4 list -1.353438
m33133989 RBBP4 list -2.221177
m33134675 RBBP4 list 0.237253
p33117640 RBBP4 list -1.424248
p33123013 RBBP4 list -0.631842
p33123151 RBBP4 list -0.563930
p33133812 RBBP4 list 2.518694
p33134326 RBBP4 list -0.515268
p33134564 RBBP4 list -0.470478
m205070738 RBBP5 list 0.161139
m205073040 RBBP5 list 0.300043
m205073067 RBBP5 list -1.319002
p205070744 RBBP5 list -0.351543
p205070774 RBBP5 list 0.144258
p205073032 RBBP5 list -1.078292
p205073048 RBBP5 list -1.421956
p205073076 RBBP5 list -0.347224
p205073090 RBBP5 list -0.803013
p205073104 RBBP5 list -0.581974
m24551948 RBBP6 list -0.659347
m24551975 RBBP6 list -0.737887
m24551996 RBBP6 list -0.809088
m24552002 RBBP6 list -0.803831
m24552015 RBBP6 list -0.765519
m24552023 RBBP6 list 1.184882
m24552074 RBBP6 list 0.051631
m24552084 RBBP6 list -0.657512
p24551986 RBBP6 list -0.743919
p24552027 RBBP6 list -1.008302
m16881184 RBBP7 list -0.201402
m16881217 RBBP7 list 0.271795
m16887239 RBBP7 list 0.900860
m16887325 RBBP7 list -1.273691
p16887189 RBBP7 list -0.061066
p16887203 RBBP7 list 1.103362
p16887212 RBBP7 list 1.568059
p16887229 RBBP7 list -0.296933
p16887241 RBBP7 list -1.612802
p16887255 RBBP7 list -0.230858
m20516846 RBBP8 list -0.609296
m20529646 RBBP8 list 1.147622
m20548849 RBBP8 list -0.624774
p20516804 RBBP8 list 0.321019
p20516817 RBBP8 list 1.771795
p20516855 RBBP8 list 1.086463
p20516863 RBBP8 list -0.836846
p20516901 RBBP8 list -0.496615
p20548757 RBBP8 list -1.903247
p20555116 RBBP8 list -2.516801
m18474674 RBBP9 list 1.100789
m18474687 RBBP9 list 2.459145
m18477740 RBBP9 list -0.028185
m18477745 RBBP9 list -0.326324
m18477766 RBBP9 list 0.582332
m18477773 RBBP9 list -0.462548
m18477778 RBBP9 list 2.245999
m18477795 RBBP9 list -0.417081
p18476498 RBBP9 list 1.354905
p18477729 RBBP9 list -1.173278
m7568174 RBFOX1 list 1.796764
m7568193 RBFOX1 list 1.038184
m7568265 RBFOX1 list -0.826290
m7568271 RBFOX1 list 0.045688
m7568285 RBFOX1 list 0.433689
m7568290 RBFOX1 list -0.261897
m7568298 RBFOX1 list -0.412361
m7568315 RBFOX1 list 0.757541
m7568321 RBFOX1 list 1.113878
p7568180 RBFOX1 list 0.643420
m36205917 RBFOX2 list 2.301078
m36205952 RBFOX2 list 1.359372
m36205971 RBFOX2 list 0.526798
m36206017 RBFOX2 list 2.098672
p36205923 RBFOX2 list 2.742402
p36205956 RBFOX2 list -1.036749
p36205962 RBFOX2 list 2.185751
p36205976 RBFOX2 list -0.689799
p36206004 RBFOX2 list 0.640050
p36206023 RBFOX2 list 1.352161
m77111593 RBFOX3 list -0.102239
p77111578 RBFOX3 list -0.960553
p77111596 RBFOX3 list 0.644065
p77111603 RBFOX3 list 1.136928
p77111611 RBFOX3 list -0.461486
p77111637 RBFOX3 list 0.660996
p77111656 RBFOX3 list -2.543557
p77111689 RBFOX3 list 0.379333
p77111735 RBFOX3 list 1.459837
p77111741 RBFOX3 list -1.513702
m35717452 RBL1 list 0.237284
m35717506 RBL1 list 0.277704
m35724194 RBL1 list 0.899386
m35724236 RBL1 list 0.185327
m35724255 RBL1 list -0.838877
p35717441 RBL1 list 0.521178
p35724174 RBL1 list 0.291471
p35724196 RBL1 list -0.402092
p35724202 RBL1 list 0.635045
p35724240 RBL1 list -0.977515
m53468474 RBL2 list -0.458240
m53468529 RBL2 list -0.550780
m53468596 RBL2 list -0.256424
m53468605 RBL2 list 0.092614
p53468459 RBL2 list 1.988605
p53468515 RBL2 list 0.517782
p53468521 RBL2 list -0.670346
p53468536 RBL2 list -1.617821
p53468620 RBL2 list 0.055462
p53468626 RBL2 list -2.111570
m47028740 RBM10 list -0.826053
m47028751 RBM10 list -0.719883
m47028785 RBM10 list -2.542786
p47006875 RBM10 list -2.506535
p47028702 RBM10 list 0.370747
p47028709 RBM10 list -0.285315
p47028714 RBM10 list -0.264479
p47028723 RBM10 list -1.588016
p47028743 RBM10 list -1.760642
p47028753 RBM10 list -0.784988
m15588515 RBM11 list -1.193579
m15588541 RBM11 list 0.547683
m15588565 RBM11 list -0.681124
m15591892 RBM11 list 1.431033
m15591899 RBM11 list -0.307584
p15588500 RBM11 list -1.768182
p15588506 RBM11 list 0.264884
p15588528 RBM11 list -0.185936
p15588550 RBM11 list 0.149963
p15588581 RBM11 list 0.808788
m34243080 RBM12 list -3.273563
m34243085 RBM12 list 0.885211
m34243154 RBM12 list 1.176402
m34243173 RBM12 list 0.008248
m34243203 RBM12 list 0.287163
m34243221 RBM12 list -0.537183
m34243237 RBM12 list -2.842289
p34243162 RBM12 list -1.251894
p34243175 RBM12 list -0.891459
p34243207 RBM12 list -1.018811
m66384236 RBM14 list -0.620649
m66384263 RBM14 list -0.273482
m66384288 RBM14 list -1.498013
m66384306 RBM14 list -1.330237
p66384197 RBM14 list -0.984848
p66384223 RBM14 list -0.159107
p66384245 RBM14 list -0.323806
p66384250 RBM14 list -1.607198
p66384308 RBM14 list -2.336795
p66384338 RBM14 list -2.074080
m51428831 RBM15B list -1.344991
m51428862 RBM15B list -0.049836
m51428888 RBM15B list 0.549149
m51428899 RBM15B list -0.027875
p51428816 RBM15B list -0.240649
p51428845 RBM15B list -0.068926
p51428851 RBM15B list -0.264112
p51428879 RBM15B list 0.335737
p51428891 RBM15B list 1.611781
p51428901 RBM15B list 0.099034
m110882050 RBM15 list 0.798580
