sgRNA_id gene_id list adjusted_ratio
m3056311 AES list 0.645855
m3056337 AES list 0.322848
m3057678 AES list 0.811563
m3057717 AES list 0.662354
m3061159 AES list -0.895338
m3061215 AES list -0.903237
p3056318 AES list 0.203381
p3061179 AES list 1.675081
p3061186 AES list 1.570392
p3061195 AES list -2.172438
m116092987 AFAP1L2 list 1.115308
m116093045 AFAP1L2 list 0.113441
m116100394 AFAP1L2 list -1.216270
m116100466 AFAP1L2 list 0.268691
p116092995 AFAP1L2 list -0.028024
p116100376 AFAP1L2 list 0.792903
p116100409 AFAP1L2 list -1.887020
p116100418 AFAP1L2 list -0.081389
p116100433 AFAP1L2 list -0.482723
p116164194 AFAP1L2 list -0.228817
m87967374 AFF1 list 1.483492
m87967382 AFF1 list 1.974038
m87967432 AFF1 list 0.670226
m87967920 AFF1 list -1.322785
m87967978 AFF1 list 1.215904
p87967338 AFF1 list 0.779489
p87967353 AFF1 list 1.708023
p87967869 AFF1 list -0.743548
p87967890 AFF1 list 2.238757
p87967926 AFF1 list -1.348697
m147891407 AFF2 list 1.550534
m147891412 AFF2 list -0.443643
m147891420 AFF2 list 0.731104
m147924509 AFF2 list 1.305639
m147924918 AFF2 list 2.937075
m147924923 AFF2 list -0.734393
m147967463 AFF2 list 0.371496
m147967470 AFF2 list 1.647637
p147891422 AFF2 list -0.189795
p147967406 AFF2 list -0.340273
m100623802 AFF3 list 0.662842
m100623914 AFF3 list 1.047318
m100625275 AFF3 list -0.183265
m100625319 AFF3 list -0.031356
m100625326 AFF3 list 0.335445
m100625363 AFF3 list -0.533616
p100623773 AFF3 list -1.750926
p100623814 AFF3 list 1.852614
p100623867 AFF3 list -0.205930
p100623873 AFF3 list -0.799886
m132272813 AFF4 list 1.254738
m132272826 AFF4 list 0.117288
m132272833 AFF4 list 0.381753
m132272841 AFF4 list 1.922476
m132272866 AFF4 list 0.049846
p132272747 AFF4 list 1.799179
p132272762 AFF4 list -0.282179
p132272771 AFF4 list 0.875916
p132272844 AFF4 list 0.317113
p132272853 AFF4 list 0.123665
m76183481 AFMID list 0.895308
m76183493 AFMID list 0.261540
m76187074 AFMID list -0.554433
m76187079 AFMID list -0.975881
p76183445 AFMID list 0.165230
p76183450 AFMID list 1.175769
p76183465 AFMID list -0.213798
p76183473 AFMID list -1.435239
p76187060 AFMID list 0.037915
p76187082 AFMID list 0.110797
m64778617 AFTPH list -1.099827
m64778646 AFTPH list 1.408923
m64778724 AFTPH list 0.075672
m64778773 AFTPH list 0.099484
m64778841 AFTPH list -1.607039
m64778905 AFTPH list 0.247526
p64778649 AFTPH list 0.790369
p64778713 AFTPH list -1.392246
p64778754 AFTPH list 0.089956
p64778890 AFTPH list 1.259846
m58128438 AGAP2 list -1.028792
m58128444 AGAP2 list 0.131364
m58128454 AGAP2 list 0.028652
m58129187 AGAP2 list 0.221241
m58129192 AGAP2 list -1.989816
p58128423 AGAP2 list 0.131860
p58129143 AGAP2 list -1.798804
p58129148 AGAP2 list 0.359782
p58129153 AGAP2 list 0.383629
p58129171 AGAP2 list -0.416201
m150784003 AGAP3 list -0.191667
p150783818 AGAP3 list -0.571304
p150783825 AGAP3 list -1.107002
p150783857 AGAP3 list 0.426508
p150783866 AGAP3 list 0.546754
p150783903 AGAP3 list 0.370120
p150783915 AGAP3 list 2.213388
p150783972 AGAP3 list 1.403164
p150784007 AGAP3 list 1.458058
p150784015 AGAP3 list -0.192993
m27275887 AGBL5 list -0.382427
m27275950 AGBL5 list 0.724953
m27275975 AGBL5 list 0.455090
m27276001 AGBL5 list 0.915999
m27276006 AGBL5 list 1.416639
p27275820 AGBL5 list 1.039795
p27275854 AGBL5 list 2.105975
p27275870 AGBL5 list 0.597008
p27275876 AGBL5 list 0.190593
p27275898 AGBL5 list 0.584923
m228337138 AGFG1 list -2.083355
m228337178 AGFG1 list 0.229464
m228337201 AGFG1 list 0.543720
m228337208 AGFG1 list 0.745359
m228337217 AGFG1 list 0.524949
m228337248 AGFG1 list -1.176824
m228337276 AGFG1 list -0.267672
p228337142 AGFG1 list 2.174495
p228337168 AGFG1 list 0.793737
p228337221 AGFG1 list -0.303670
m100327112 AGL list 0.076964
m100327128 AGL list 0.227873
m100327135 AGL list 0.175206
m100327186 AGL list -1.180746
m100327263 AGL list -0.760584
p100327060 AGL list 0.379211
p100327074 AGL list -0.487507
p100327114 AGL list -1.184268
p100327219 AGL list 0.885218
p100327246 AGL list 1.144951
m45379563 AGPAT3 list 1.297216
m45379570 AGPAT3 list 0.085045
m45379578 AGPAT3 list 0.408730
m45379590 AGPAT3 list -1.094385
m45379606 AGPAT3 list -0.522212
p45379552 AGPAT3 list -0.279963
p45379592 AGPAT3 list -0.058192
p45379613 AGPAT3 list -0.651929
p45379618 AGPAT3 list 1.288935
p45379648 AGPAT3 list -0.392593
m6566202 AGPAT5 list -0.061113
m6566212 AGPAT5 list 0.373234
m6566223 AGPAT5 list -0.851179
m6566233 AGPAT5 list -0.617533
m6566240 AGPAT5 list 0.184191
m6566254 AGPAT5 list 1.531627
m6566307 AGPAT5 list -0.413232
p6566182 AGPAT5 list 0.535515
p6566257 AGPAT5 list -0.227506
p6566262 AGPAT5 list -0.723748
m88296213 AGTPBP1 list -0.061525
m88296222 AGTPBP1 list 0.597380
m88307605 AGTPBP1 list -0.114123
m88307687 AGTPBP1 list 0.233857
m88307696 AGTPBP1 list -0.040497
p88296203 AGTPBP1 list 0.879166
p88307644 AGTPBP1 list 0.496699
p88307675 AGTPBP1 list 0.795660
p88307700 AGTPBP1 list 2.680113
p88307705 AGTPBP1 list 0.276022
m247067252 AHCTF1 list -1.847901
m247068844 AHCTF1 list -2.270131
m247068867 AHCTF1 list 1.150318
m247068886 AHCTF1 list -1.642231
m247068945 AHCTF1 list 0.687396
m247070906 AHCTF1 list -0.555580
m247070995 AHCTF1 list -0.699529
m247094617 AHCTF1 list 0.428968
p247076572 AHCTF1 list -1.272675
p247079429 AHCTF1 list 0.077123
m32883210 AHCY list -0.308484
m32883247 AHCY list 0.502491
m32883267 AHCY list -0.465315
m32883301 AHCY list -0.296612
m32883330 AHCY list -0.909987
p32883227 AHCY list -1.047008
p32883238 AHCY list -0.393885
p32883253 AHCY list -1.277084
p32883304 AHCY list -0.335291
p32883309 AHCY list 0.546216
m105423801 AHNAK2 list -0.013687
m105423809 AHNAK2 list 0.631175
m105423822 AHNAK2 list -0.029446
m105423829 AHNAK2 list -0.512993
m105423836 AHNAK2 list -0.628370
m105444536 AHNAK2 list -0.258379
m105444541 AHNAK2 list 0.189533
m105444555 AHNAK2 list 2.594119
p105423957 AHNAK2 list 1.271295
p105423983 AHNAK2 list -1.455115
m62303488 AHNAK list -0.328156
m62303507 AHNAK list -1.492186
m62303523 AHNAK list 1.076274
m62303528 AHNAK list 0.414702
m62303548 AHNAK list -1.391578
m62303560 AHNAK list 1.118043
p62303470 AHNAK list 0.225474
p62303477 AHNAK list -0.269742
p62303510 AHNAK list -0.192270
p62303551 AHNAK list -0.393473
m344006 AHRR list 0.117267
m344069 AHRR list 0.888725
m353878 AHRR list 2.048541
m353892 AHRR list 0.770868
m353898 AHRR list 1.100517
p344008 AHRR list -0.254785
p344030 AHRR list -1.791872
p344036 AHRR list -1.310236
p344042 AHRR list 0.303512
p353901 AHRR list 0.394476
m17338889 AHR list -1.625216
m17338907 AHR list -2.203415
m17338922 AHR list 1.099723
m17349569 AHR list 0.583878
m17349574 AHR list -0.748189
m17349599 AHR list 0.893112
p17338910 AHR list -1.053103
p17349560 AHR list -0.489625
p17349585 AHR list -0.929085
p17349613 AHR list -1.246702
m31583902 AIF1 list 1.011712
m31584119 AIF1 list 0.441349
m31584132 AIF1 list 0.018282
m31584164 AIF1 list -0.375770
m31584175 AIF1 list -0.265750
p31583885 AIF1 list -1.693490
p31583891 AIF1 list -0.000403
p31584124 AIF1 list -0.029862
p31584134 AIF1 list 0.255296
p31584178 AIF1 list 0.062552
m129299534 AIFM1 list -0.891973
m129299540 AIFM1 list 1.450525
m129299570 AIFM1 list 0.012946
m129299604 AIFM1 list 0.306635
m129299611 AIFM1 list 0.277138
m129299616 AIFM1 list -0.392376
m129299624 AIFM1 list -1.729781
p129299543 AIFM1 list -0.630982
p129299555 AIFM1 list 0.322061
p129299590 AIFM1 list 1.368554
m21322233 AIFM3 list -0.131710
m21322251 AIFM3 list 0.698325
m21322256 AIFM3 list 0.454166
p21322217 AIFM3 list 0.379699
p21322241 AIFM3 list -1.523494
p21327593 AIFM3 list 0.525534
p21327608 AIFM3 list -0.405532
p21327615 AIFM3 list -1.442548
p21327620 AIFM3 list 0.434200
p21327632 AIFM3 list 1.087866
m159038473 AIM2 list 0.407754
m159043029 AIM2 list 1.189285
m159043231 AIM2 list 1.217168
m159043249 AIM2 list 0.201762
m159043254 AIM2 list 1.262077
m159043273 AIM2 list -0.308682
p159038409 AIM2 list -0.340871
p159038433 AIM2 list 1.235875
p159038439 AIM2 list 0.406586
p159043160 AIM2 list 0.573018
m107249252 AIMP1 list 0.341209
m107249322 AIMP1 list 0.670098
p107246177 AIMP1 list 1.021870
p107246187 AIMP1 list -1.109917
p107246195 AIMP1 list -1.285261
p107248680 AIMP1 list -0.787089
p107249260 AIMP1 list 1.294154
p107249309 AIMP1 list 1.057867
p107252880 AIMP1 list -2.307338
p107252893 AIMP1 list 2.733819
m6049078 AIMP2 list 0.161524
m6049122 AIMP2 list -0.376738
m6054790 AIMP2 list -0.738153
m6054868 AIMP2 list 1.070951
m6054873 AIMP2 list -0.602668
m6054890 AIMP2 list 1.142569
p6049089 AIMP2 list -0.396823
p6054842 AIMP2 list -0.844618
p6054880 AIMP2 list 0.098882
p6054904 AIMP2 list -0.751325
m6330313 AIPL1 list -0.076516
m6330344 AIPL1 list -0.566305
m6338338 AIPL1 list 0.484584
m6338394 AIPL1 list -0.307566
m6338399 AIPL1 list 0.422309
p6330316 AIPL1 list 0.838247
p6330334 AIPL1 list 0.269873
p6330346 AIPL1 list -0.726192
p6338329 AIPL1 list 0.957828
p6338403 AIPL1 list 0.199491
m67250694 AIP list -0.117875
m67250706 AIP list -0.532643
m67254480 AIP list -1.613517
m67254487 AIP list 2.028153
p67250633 AIP list -0.594043
p67250641 AIP list -0.673289
p67250674 AIP list -1.052412
p67250685 AIP list -1.829335
p67250698 AIP list 0.685283
p67254471 AIP list -0.577063
m45705889 AIRE list 1.209485
m45705915 AIRE list -0.624212
m45705933 AIRE list 1.241360
m45705953 AIRE list 1.091207
m45705965 AIRE list -0.228526
m45705970 AIRE list 0.380268
p45705893 AIRE list 0.319374
p45705902 AIRE list 0.990129
p45705924 AIRE list 0.552104
p45705978 AIRE list 1.187469
m23443317 AJUBA list -0.924065
m23444242 AJUBA list 0.697527
p23444032 AJUBA list 0.953399
p23444066 AJUBA list 1.707173
p23444172 AJUBA list 0.896245
p23444189 AJUBA list 0.557779
p23444211 AJUBA list 0.079970
p23444249 AJUBA list 1.192928
p23444260 AJUBA list -0.823933
p23444268 AJUBA list 0.424235
m130635029 AK1 list 0.185528
m130635058 AK1 list 0.046591
m130635080 AK1 list -0.377615
m130635113 AK1 list -1.454199
m130635118 AK1 list 0.001735
m130635125 AK1 list 1.253783
m130636891 AK1 list 1.418559
p130635084 AK1 list 0.011060
p130635104 AK1 list 0.196761
p130635302 AK1 list 0.725281
m42866543 AKAP11 list 1.680113
m42866626 AKAP11 list 1.780105
m42871213 AKAP11 list 0.254089
p42866552 AKAP11 list 0.941970
p42866576 AKAP11 list 0.143700
p42866591 AKAP11 list 0.102791
p42866615 AKAP11 list 0.709020
p42869820 AKAP11 list 1.052520
p42869856 AKAP11 list -1.575697
p42871182 AKAP11 list 1.492197
m86182637 AKAP13 list 0.766698
m86182668 AKAP13 list 0.143908
m86189139 AKAP13 list 0.675809
m86189152 AKAP13 list -0.568253
p86182639 AKAP13 list 0.231834
p86182658 AKAP13 list -0.455220
p86189043 AKAP13 list 0.825819
p86189050 AKAP13 list -0.421066
p86189055 AKAP13 list -1.631853
p86189142 AKAP13 list 0.604383
m32902700 AKAP6 list -1.090581
m32902730 AKAP6 list -0.625442
m32902746 AKAP6 list -0.109478
m32902753 AKAP6 list 0.366943
m32902774 AKAP6 list -0.094573
m32902781 AKAP6 list 0.219082
p32902734 AKAP6 list 1.134831
p32902755 AKAP6 list 2.162963
p32902785 AKAP6 list -1.569672
p32902791 AKAP6 list -0.183033
m15514822 AKAP8L list -1.464626
m15514833 AKAP8L list -0.842030
m15521332 AKAP8L list -0.298040
m15521363 AKAP8L list -0.380187
m15521395 AKAP8L list 0.240420
m15529723 AKAP8L list 1.167745
p15521319 AKAP8L list -1.225473
p15521334 AKAP8L list 1.145664
p15521375 AKAP8L list -0.130274
p15529713 AKAP8L list -1.656685
m15484827 AKAP8 list 0.074847
m15485415 AKAP8 list -0.525004
m15485420 AKAP8 list -0.778723
m15487788 AKAP8 list 0.760999
m15490525 AKAP8 list 0.371378
m15490534 AKAP8 list 0.152190
p15484817 AKAP8 list -1.198467
p15485402 AKAP8 list -0.233196
p15487775 AKAP8 list -0.662227
p15490514 AKAP8 list -0.088193
m8932997 AKIP1 list -0.137966
m8933040 AKIP1 list -1.994108
m8933093 AKIP1 list -0.271906
p8932989 AKIP1 list -0.334576
p8933008 AKIP1 list 1.389769
p8933042 AKIP1 list -0.261220
p8933075 AKIP1 list 0.928026
p8933082 AKIP1 list -0.083424
p8933100 AKIP1 list -0.756306
p8933113 AKIP1 list -0.100769
m39457082 AKIRIN1 list 1.214665
m39457182 AKIRIN1 list 0.462612
m39457187 AKIRIN1 list 1.822592
m39457213 AKIRIN1 list -1.666816
m39457245 AKIRIN1 list -0.783736
m39457261 AKIRIN1 list -0.479941
p39457041 AKIRIN1 list -0.541381
p39457072 AKIRIN1 list -0.014527
p39457249 AKIRIN1 list 0.626248
p39463866 AKIRIN1 list -0.735396
m88411242 AKIRIN2 list 0.730983
m88411311 AKIRIN2 list 0.106165
m88411347 AKIRIN2 list -0.633024
p88411231 AKIRIN2 list 0.404901
p88411249 AKIRIN2 list 0.503301
p88411262 AKIRIN2 list -1.199006
p88411295 AKIRIN2 list 0.179165
p88411316 AKIRIN2 list 1.194826
p88411338 AKIRIN2 list -0.381173
p88411381 AKIRIN2 list -0.809651
m117143492 AKNA list -0.379014
m117143569 AKNA list 0.484901
m117143575 AKNA list 0.498212
m117143585 AKNA list -1.631603
p117143411 AKNA list 0.287892
p117143426 AKNA list -0.881288
p117143433 AKNA list 2.029944
p117143511 AKNA list -0.992989
p117143517 AKNA list 1.531328
p117143593 AKNA list 2.393064
m134136457 AKR1B1 list 0.183447
m134136471 AKR1B1 list -1.366272
m134143768 AKR1B1 list 0.497070
p134136429 AKR1B1 list -0.716425
p134136445 AKR1B1 list -0.816492
p134136476 AKR1B1 list 0.314252
p134143733 AKR1B1 list 1.999246
p134143777 AKR1B1 list 0.114821
p134143783 AKR1B1 list 0.256950
p134143793 AKR1B1 list 0.721154
m5136646 AKR1C3 list 1.400411
m5136653 AKR1C3 list 0.158640
m5138600 AKR1C3 list -0.772915
m5138657 AKR1C3 list 0.921683
m5139711 AKR1C3 list 0.368958
m5139730 AKR1C3 list -0.710540
p5136671 AKR1C3 list -0.522489
p5138603 AKR1C3 list 0.178379
p5139675 AKR1C3 list 0.137155
p5139720 AKR1C3 list 1.275369
m50376455 AKT1S1 list -0.380932
m50376476 AKT1S1 list 0.776609
m50376481 AKT1S1 list 0.942585
m50376486 AKT1S1 list -0.148707
m50376512 AKT1S1 list -0.649405
m50376544 AKT1S1 list 0.087944
p50376396 AKT1S1 list -0.474241
p50376402 AKT1S1 list 1.548942
p50376464 AKT1S1 list 1.298491
p50376514 AKT1S1 list 0.862471
m105246504 AKT1 list 1.899838
m105246533 AKT1 list 1.181406
m105258936 AKT1 list 1.377708
m105258950 AKT1 list -0.577007
m105258955 AKT1 list 0.947078
m105258970 AKT1 list -0.304994
p105246496 AKT1 list 1.216337
p105246507 AKT1 list 1.055239
p105246515 AKT1 list 1.814909
p105258959 AKT1 list 0.468265
m40761066 AKT2 list 1.404598
m40761083 AKT2 list 0.922673
m40761096 AKT2 list 0.774867
m40761114 AKT2 list 0.422606
p40761052 AKT2 list 0.131709
p40761069 AKT2 list -1.128217
p40761087 AKT2 list 0.203539
p40761120 AKT2 list -0.094646
p40761127 AKT2 list -0.129014
p40761135 AKT2 list 0.074194
m243828123 AKT3 list -1.530721
m243858931 AKT3 list 1.458710
m243858957 AKT3 list 1.755818
m244006429 AKT3 list 0.082932
m244006446 AKT3 list -0.124166
p243828104 AKT3 list -0.356328
p243828130 AKT3 list -0.041007
p243828136 AKT3 list 1.145459
p243858918 AKT3 list 0.980966
p244006436 AKT3 list -0.163443
m52233277 ALAS1 list -0.087354
m52233303 ALAS1 list 0.860921
m52233309 ALAS1 list -0.327423
m52233391 ALAS1 list -0.859377
m52233405 ALAS1 list -0.897996
m52233442 ALAS1 list 0.053019
m52233450 ALAS1 list 0.593584
m52236543 ALAS1 list -1.059466
m52236550 ALAS1 list -1.073589
m52236560 ALAS1 list 0.323223
m58287300 ALDH1A2 list -0.258461
m58302848 ALDH1A2 list 0.202579
m58302882 ALDH1A2 list 1.193931
m58306069 ALDH1A2 list 0.390179
m58306075 ALDH1A2 list 1.834279
m58306081 ALDH1A2 list 1.119229
m58306115 ALDH1A2 list 0.943586
p58302835 ALDH1A2 list -0.188554
p58302942 ALDH1A2 list 1.022000
p58302952 ALDH1A2 list 0.976230
m38395767 ALDH1B1 list 2.101426
m38395780 ALDH1B1 list -0.160545
m38395794 ALDH1B1 list 2.025005
m38395806 ALDH1B1 list -0.642274
m38395829 ALDH1B1 list 0.777796
m38395850 ALDH1B1 list 0.546703
m38395858 ALDH1B1 list 0.453220
p38395738 ALDH1B1 list 0.344632
p38395786 ALDH1B1 list -1.917442
p38395891 ALDH1B1 list -0.039367
m74541659 ALDH6A1 list -1.593199
m74541690 ALDH6A1 list 1.202790
m74541710 ALDH6A1 list -0.463496
m74551051 ALDH6A1 list 0.925881
m74551075 ALDH6A1 list 1.175895
m74551081 ALDH6A1 list 0.729780
p74541651 ALDH6A1 list 0.433868
p74541669 ALDH6A1 list -1.700583
p74541678 ALDH6A1 list -0.580675
p74551039 ALDH6A1 list 1.567314
m125919652 ALDH7A1 list 0.970585
m125919666 ALDH7A1 list -1.660545
m125928373 ALDH7A1 list 0.631756
m125928414 ALDH7A1 list -0.067991
m125930756 ALDH7A1 list 0.616290
p125919619 ALDH7A1 list 2.091760
p125919635 ALDH7A1 list -0.355236
p125929055 ALDH7A1 list 1.267284
p125929063 ALDH7A1 list 1.537133
p125930758 ALDH7A1 list 0.595933
m101984105 ALG2 list -1.198498
m101984130 ALG2 list 0.687494
m101984145 ALG2 list -0.581070
m101984151 ALG2 list -0.021281
m101984163 ALG2 list 0.337775
m101984169 ALG2 list -0.484945
p101984111 ALG2 list -0.643724
p101984116 ALG2 list 0.830606
p101984136 ALG2 list -0.965870
p101984155 ALG2 list -0.482286
m109530461 ALKBH2 list 0.460057
m109530468 ALKBH2 list -0.424617
m109530474 ALKBH2 list 0.994244
m109530480 ALKBH2 list 1.586713
m109530499 ALKBH2 list 0.199170
m109530523 ALKBH2 list 0.969261
m109530570 ALKBH2 list 0.147163
m109530578 ALKBH2 list 2.146938
p109530490 ALKBH2 list -0.422361
p109530505 ALKBH2 list -0.469629
m43904269 ALKBH3 list -0.036320
m43904640 ALKBH3 list 0.596962
m43904659 ALKBH3 list -0.607047
m43904669 ALKBH3 list 0.756195
m43904674 ALKBH3 list -0.155640
m43904679 ALKBH3 list 1.377906
p43904213 ALKBH3 list 0.280713
p43904221 ALKBH3 list 1.610776
p43904259 ALKBH3 list 0.125328
p43904648 ALKBH3 list 1.345204
m102100211 ALKBH4 list 0.243336
m102100216 ALKBH4 list 0.191294
m102105177 ALKBH4 list -0.776814
m102105194 ALKBH4 list 0.307709
m102105223 ALKBH4 list -1.139639
m102105230 ALKBH4 list 1.351829
p102100200 ALKBH4 list 0.546218
p102105196 ALKBH4 list 0.126241
p102105201 ALKBH4 list -0.730134
p102105235 ALKBH4 list -1.201385
m18087558 ALKBH5 list 2.017347
m18087567 ALKBH5 list -0.125913
m18087586 ALKBH5 list 0.161145
m18087606 ALKBH5 list -1.798669
m18087666 ALKBH5 list -0.173563
m18087684 ALKBH5 list -1.293670
m18087690 ALKBH5 list 1.071705
p18087594 ALKBH5 list 0.034700
p18087610 ALKBH5 list -0.375194
p18087618 ALKBH5 list 0.219796
m36504268 ALKBH6 list 0.525941
m36504289 ALKBH6 list 0.497319
m36504295 ALKBH6 list -0.922561
m36504307 ALKBH6 list -0.673713
m36505093 ALKBH6 list 1.080382
p36503962 ALKBH6 list 0.284843
p36504240 ALKBH6 list -0.370212
p36504247 ALKBH6 list 0.215274
p36504252 ALKBH6 list -0.043221
p36504260 ALKBH6 list 0.601926
m6372838 ALKBH7 list 0.821586
m6372899 ALKBH7 list 2.683904
m6372904 ALKBH7 list 0.261984
p6372817 ALKBH7 list -0.087974
p6372822 ALKBH7 list -0.475302
p6372830 ALKBH7 list -1.572338
p6372849 ALKBH7 list -0.909236
p6372859 ALKBH7 list 0.309347
p6372867 ALKBH7 list -0.272648
p6372872 ALKBH7 list 0.852763
m107427687 ALKBH8 list -0.438548
m107427703 ALKBH8 list 0.453200
m107427709 ALKBH8 list -0.107399
m107431492 ALKBH8 list -0.492431
m107431521 ALKBH8 list 0.573624
m107431562 ALKBH8 list 2.881644
p107427693 ALKBH8 list -0.128492
p107431481 ALKBH8 list 1.111731
p107431523 ALKBH8 list -0.473219
p107431585 ALKBH8 list 2.717330
m30143375 ALK list -0.343802
m30143457 ALK list -0.143074
m30143469 ALK list 1.229586
m30143504 ALK list 1.068862
m30143513 ALK list -0.566994
p30143383 ALK list -0.466462
p30143459 ALK list 0.803841
p30143472 ALK list 0.695041
p30143485 ALK list -0.644145
p30143495 ALK list -0.166718
p73612986 ALMS1 list -0.423607
p73612997 ALMS1 list 0.848377
p73613002 ALMS1 list 0.412859
p73613010 ALMS1 list -1.498415
p73613016 ALMS1 list 0.873459
p73613022 ALMS1 list 0.511259
p73613070 ALMS1 list -1.581470
p73613097 ALMS1 list -0.727025
p73613103 ALMS1 list 0.678325
p73613109 ALMS1 list -0.810531
m4542891 ALOX15 list -2.048765
m4544819 ALOX15 list 0.367430
m4544829 ALOX15 list -0.791818
m4544856 ALOX15 list -0.051359
m4544866 ALOX15 list 0.319619
m4544885 ALOX15 list -0.426915
m4544916 ALOX15 list 0.270116
p4544871 ALOX15 list -0.298052
p4544877 ALOX15 list 0.210110
p4544889 ALOX15 list 1.461000
m31309774 ALOX5AP list -1.808401
m31309782 ALOX5AP list 0.175572
m31309791 ALOX5AP list -0.093624
m31309807 ALOX5AP list 0.270312
m31318208 ALOX5AP list 0.501380
m31318235 ALOX5AP list 0.320486
p31309739 ALOX5AP list 0.965903
p31309756 ALOX5AP list -0.171224
p31318194 ALOX5AP list 0.243181
p31318219 ALOX5AP list 0.354383
m45869728 ALOX5 list 0.014774
m45869733 ALOX5 list 1.100942
m45869749 ALOX5 list 0.930592
m45869755 ALOX5 list -0.478234
m45869765 ALOX5 list -3.220501
m45869776 ALOX5 list 0.100904
p45869720 ALOX5 list -0.352750
p45869736 ALOX5 list -2.024699
p45869786 ALOX5 list -0.109084
p45869792 ALOX5 list 1.437485
m113299043 ALPK1 list -0.589487
m113332981 ALPK1 list 1.065600
m113332989 ALPK1 list -1.401259
m113332998 ALPK1 list -1.324410
m113333005 ALPK1 list -0.215328
p113298998 ALPK1 list 1.190712
p113299004 ALPK1 list -1.528417
p113299032 ALPK1 list -0.913725
p113332971 ALPK1 list 2.260508
p113333008 ALPK1 list 0.313376
m56274621 ALPK2 list 0.322364
m56274632 ALPK2 list -0.547260
